state;action;action_parameters;result;next_state
"{""at(clerk1, fruit-sec)"": ""true"", ""at(clerk2, veg-sec)"": ""true"", ""at(clerk3, daily-sec)"": ""true"", ""connected(fruit-sec, veg-sec)"": ""true"", ""connected(veg-sec, fruit-sec)"": ""true"", ""connected(veg-sec, daily-sec)"": ""true"", ""connected(daily-sec, veg-sec)"": ""true"", ""connected(veg-sec, scale-sec)"": ""true"", ""connected(scale-sec, veg-sec)"": ""true"", ""scale-at(main-scale, scale-sec)"": ""true"", ""scale-at(backup-scale, daily-sec)"": ""true"", ""has-product(fruit-sec, apple1)"": ""true"", ""has-product(fruit-sec, apple2)"": ""true"", ""has-product(fruit-sec, apple3)"": ""true"", ""has-product(veg-sec, carrot1)"": ""true"", ""has-product(veg-sec, tomato1)"": ""true"", ""has-product(veg-sec, onion1)"": ""true"", ""has-product(daily-sec, potato1)"": ""true"", ""has-product(daily-sec, potato2)"": ""true"", ""left-hand-free(clerk1)"": ""true"", ""right-hand-free(clerk1)"": ""true"", ""left-hand-free(clerk2)"": ""true"", ""right-hand-free(clerk2)"": ""true"", ""left-hand-free(clerk3)"": ""true"", ""right-hand-free(clerk3)"": ""true"", ""at(clerk2, fruit-sec)"": ""false"", ""at(clerk3, fruit-sec)"": ""false"", ""at(clerk1, veg-sec)"": ""false"", ""at(clerk3, veg-sec)"": ""false"", ""at(clerk1, daily-sec)"": ""false"", ""at(clerk2, daily-sec)"": ""false"", ""at(clerk1, scale-sec)"": ""false"", ""at(clerk2, scale-sec)"": ""false"", ""at(clerk3, scale-sec)"": ""false"", ""connected(fruit-sec, fruit-sec)"": ""false"", ""connected(daily-sec, fruit-sec)"": ""false"", ""connected(scale-sec, fruit-sec)"": ""false"", ""connected(veg-sec, veg-sec)"": ""false"", ""connected(fruit-sec, daily-sec)"": ""false"", ""connected(daily-sec, daily-sec)"": ""false"", ""connected(scale-sec, daily-sec)"": ""false"", ""connected(fruit-sec, scale-sec)"": ""false"", ""connected(daily-sec, scale-sec)"": ""false"", ""connected(scale-sec, scale-sec)"": ""false"", ""scale-at(main-scale, fruit-sec)"": ""false"", ""scale-at(backup-scale, fruit-sec)"": ""false"", ""scale-at(main-scale, veg-sec)"": ""false"", ""scale-at(backup-scale, veg-sec)"": ""false"", ""scale-at(main-scale, daily-sec)"": ""false"", ""scale-at(backup-scale, scale-sec)"": ""false"", ""has-product(veg-sec, apple1)"": ""false"", ""has-product(daily-sec, apple1)"": ""false"", ""has-product(scale-sec, apple1)"": ""false"", ""has-product(veg-sec, apple2)"": ""false"", ""has-product(daily-sec, apple2)"": ""false"", ""has-product(scale-sec, apple2)"": ""false"", ""has-product(veg-sec, apple3)"": ""false"", ""has-product(daily-sec, apple3)"": ""false"", ""has-product(scale-sec, apple3)"": ""false"", ""has-product(fruit-sec, carrot1)"": ""false"", ""has-product(daily-sec, carrot1)"": ""false"", ""has-product(scale-sec, carrot1)"": ""false"", ""has-product(fruit-sec, tomato1)"": ""false"", ""has-product(daily-sec, tomato1)"": ""false"", ""has-product(scale-sec, tomato1)"": ""false"", ""has-product(fruit-sec, potato1)"": ""false"", ""has-product(veg-sec, potato1)"": ""false"", ""has-product(scale-sec, potato1)"": ""false"", ""has-product(fruit-sec, potato2)"": ""false"", ""has-product(veg-sec, potato2)"": ""false"", ""has-product(scale-sec, potato2)"": ""false"", ""has-product(fruit-sec, onion1)"": ""false"", ""has-product(daily-sec, onion1)"": ""false"", ""has-product(scale-sec, onion1)"": ""false"", ""holding-left(clerk1, apple1)"": ""false"", ""holding-left(clerk2, apple1)"": ""false"", ""holding-left(clerk3, apple1)"": ""false"", ""holding-left(clerk1, apple2)"": ""false"", ""holding-left(clerk2, apple2)"": ""false"", ""holding-left(clerk3, apple2)"": ""false"", ""holding-left(clerk1, apple3)"": ""false"", ""holding-left(clerk2, apple3)"": ""false"", ""holding-left(clerk3, apple3)"": ""false"", ""holding-left(clerk1, carrot1)"": ""false"", ""holding-left(clerk2, carrot1)"": ""false"", ""holding-left(clerk3, carrot1)"": ""false"", ""holding-left(clerk1, tomato1)"": ""false"", ""holding-left(clerk2, tomato1)"": ""false"", ""holding-left(clerk3, tomato1)"": ""false"", ""holding-left(clerk1, potato1)"": ""false"", ""holding-left(clerk2, potato1)"": ""false"", ""holding-left(clerk3, potato1)"": ""false"", ""holding-left(clerk1, potato2)"": ""false"", ""holding-left(clerk2, potato2)"": ""false"", ""holding-left(clerk3, potato2)"": ""false"", ""holding-left(clerk1, onion1)"": ""false"", ""holding-left(clerk2, onion1)"": ""false"", ""holding-left(clerk3, onion1)"": ""false"", ""holding-right(clerk1, apple1)"": ""false"", ""holding-right(clerk2, apple1)"": ""false"", ""holding-right(clerk3, apple1)"": ""false"", ""holding-right(clerk1, apple2)"": ""false"", ""holding-right(clerk2, apple2)"": ""false"", ""holding-right(clerk3, apple2)"": ""false"", ""holding-right(clerk1, apple3)"": ""false"", ""holding-right(clerk2, apple3)"": ""false"", ""holding-right(clerk3, apple3)"": ""false"", ""holding-right(clerk1, carrot1)"": ""false"", ""holding-right(clerk2, carrot1)"": ""false"", ""holding-right(clerk3, carrot1)"": ""false"", ""holding-right(clerk1, tomato1)"": ""false"", ""holding-right(clerk2, tomato1)"": ""false"", ""holding-right(clerk3, tomato1)"": ""false"", ""holding-right(clerk1, potato1)"": ""false"", ""holding-right(clerk2, potato1)"": ""false"", ""holding-right(clerk3, potato1)"": ""false"", ""holding-right(clerk1, potato2)"": ""false"", ""holding-right(clerk2, potato2)"": ""false"", ""holding-right(clerk3, potato2)"": ""false"", ""holding-right(clerk1, onion1)"": ""false"", ""holding-right(clerk2, onion1)"": ""false"", ""holding-right(clerk3, onion1)"": ""false"", ""ready-to-weigh(apple1)"": ""false"", ""ready-to-weigh(apple2)"": ""false"", ""ready-to-weigh(apple3)"": ""false"", ""ready-to-weigh(carrot1)"": ""false"", ""ready-to-weigh(tomato1)"": ""false"", ""ready-to-weigh(potato1)"": ""false"", ""ready-to-weigh(potato2)"": ""false"", ""ready-to-weigh(onion1)"": ""false""}";move;"[""clerk1"", ""fruit-sec"", ""veg-sec""]";True;"{""at(clerk1, fruit-sec)"": ""false"", ""at(clerk1, veg-sec)"": ""true"", ""at(clerk2, veg-sec)"": ""true"", ""at(clerk3, daily-sec)"": ""true"", ""connected(fruit-sec, veg-sec)"": ""true"", ""connected(veg-sec, fruit-sec)"": ""true"", ""connected(veg-sec, daily-sec)"": ""true"", ""connected(daily-sec, veg-sec)"": ""true"", ""connected(veg-sec, scale-sec)"": ""true"", ""connected(scale-sec, veg-sec)"": ""true"", ""scale-at(main-scale, scale-sec)"": ""true"", ""scale-at(backup-scale, daily-sec)"": ""true"", ""has-product(fruit-sec, apple1)"": ""true"", ""has-product(fruit-sec, apple2)"": ""true"", ""has-product(fruit-sec, apple3)"": ""true"", ""has-product(veg-sec, carrot1)"": ""true"", ""has-product(veg-sec, tomato1)"": ""true"", ""has-product(veg-sec, onion1)"": ""true"", ""has-product(daily-sec, potato1)"": ""true"", ""has-product(daily-sec, potato2)"": ""true"", ""left-hand-free(clerk1)"": ""true"", ""right-hand-free(clerk1)"": ""true"", ""left-hand-free(clerk2)"": ""true"", ""right-hand-free(clerk2)"": ""true"", ""left-hand-free(clerk3)"": ""true"", ""right-hand-free(clerk3)"": ""true"", ""at(clerk2, fruit-sec)"": ""false"", ""at(clerk3, fruit-sec)"": ""false"", ""at(clerk3, veg-sec)"": ""false"", ""at(clerk1, daily-sec)"": ""false"", ""at(clerk2, daily-sec)"": ""false"", ""at(clerk1, scale-sec)"": ""false"", ""at(clerk2, scale-sec)"": ""false"", ""at(clerk3, scale-sec)"": ""false"", ""connected(fruit-sec, fruit-sec)"": ""false"", ""connected(daily-sec, fruit-sec)"": ""false"", ""connected(scale-sec, fruit-sec)"": ""false"", ""connected(veg-sec, veg-sec)"": ""false"", ""connected(fruit-sec, daily-sec)"": ""false"", ""connected(daily-sec, daily-sec)"": ""false"", ""connected(scale-sec, daily-sec)"": ""false"", ""connected(fruit-sec, scale-sec)"": ""false"", ""connected(daily-sec, scale-sec)"": ""false"", ""connected(scale-sec, scale-sec)"": ""false"", ""scale-at(main-scale, fruit-sec)"": ""false"", ""scale-at(backup-scale, fruit-sec)"": ""false"", ""scale-at(main-scale, veg-sec)"": ""false"", ""scale-at(backup-scale, veg-sec)"": ""false"", ""scale-at(main-scale, daily-sec)"": ""false"", ""scale-at(backup-scale, scale-sec)"": ""false"", ""has-product(veg-sec, apple1)"": ""false"", ""has-product(daily-sec, apple1)"": ""false"", ""has-product(scale-sec, apple1)"": ""false"", ""has-product(veg-sec, apple2)"": ""false"", ""has-product(daily-sec, apple2)"": ""false"", ""has-product(scale-sec, apple2)"": ""false"", ""has-product(veg-sec, apple3)"": ""false"", ""has-product(daily-sec, apple3)"": ""false"", ""has-product(scale-sec, apple3)"": ""false"", ""has-product(fruit-sec, carrot1)"": ""false"", ""has-product(daily-sec, carrot1)"": ""false"", ""has-product(scale-sec, carrot1)"": ""false"", ""has-product(fruit-sec, tomato1)"": ""false"", ""has-product(daily-sec, tomato1)"": ""false"", ""has-product(scale-sec, tomato1)"": ""false"", ""has-product(fruit-sec, potato1)"": ""false"", ""has-product(veg-sec, potato1)"": ""false"", ""has-product(scale-sec, potato1)"": ""false"", ""has-product(fruit-sec, potato2)"": ""false"", ""has-product(veg-sec, potato2)"": ""false"", ""has-product(scale-sec, potato2)"": ""false"", ""has-product(fruit-sec, onion1)"": ""false"", ""has-product(daily-sec, onion1)"": ""false"", ""has-product(scale-sec, onion1)"": ""false"", ""holding-left(clerk1, apple1)"": ""false"", ""holding-left(clerk2, apple1)"": ""false"", ""holding-left(clerk3, apple1)"": ""false"", ""holding-left(clerk1, apple2)"": ""false"", ""holding-left(clerk2, apple2)"": ""false"", ""holding-left(clerk3, apple2)"": ""false"", ""holding-left(clerk1, apple3)"": ""false"", ""holding-left(clerk2, apple3)"": ""false"", ""holding-left(clerk3, apple3)"": ""false"", ""holding-left(clerk1, carrot1)"": ""false"", ""holding-left(clerk2, carrot1)"": ""false"", ""holding-left(clerk3, carrot1)"": ""false"", ""holding-left(clerk1, tomato1)"": ""false"", ""holding-left(clerk2, tomato1)"": ""false"", ""holding-left(clerk3, tomato1)"": ""false"", ""holding-left(clerk1, potato1)"": ""false"", ""holding-left(clerk2, potato1)"": ""false"", ""holding-left(clerk3, potato1)"": ""false"", ""holding-left(clerk1, potato2)"": ""false"", ""holding-left(clerk2, potato2)"": ""false"", ""holding-left(clerk3, potato2)"": ""false"", ""holding-left(clerk1, onion1)"": ""false"", ""holding-left(clerk2, onion1)"": ""false"", ""holding-left(clerk3, onion1)"": ""false"", ""holding-right(clerk1, apple1)"": ""false"", ""holding-right(clerk2, apple1)"": ""false"", ""holding-right(clerk3, apple1)"": ""false"", ""holding-right(clerk1, apple2)"": ""false"", ""holding-right(clerk2, apple2)"": ""false"", ""holding-right(clerk3, apple2)"": ""false"", ""holding-right(clerk1, apple3)"": ""false"", ""holding-right(clerk2, apple3)"": ""false"", ""holding-right(clerk3, apple3)"": ""false"", ""holding-right(clerk1, carrot1)"": ""false"", ""holding-right(clerk2, carrot1)"": ""false"", ""holding-right(clerk3, carrot1)"": ""false"", ""holding-right(clerk1, tomato1)"": ""false"", ""holding-right(clerk2, tomato1)"": ""false"", ""holding-right(clerk3, tomato1)"": ""false"", ""holding-right(clerk1, potato1)"": ""false"", ""holding-right(clerk2, potato1)"": ""false"", ""holding-right(clerk3, potato1)"": ""false"", ""holding-right(clerk1, potato2)"": ""false"", ""holding-right(clerk2, potato2)"": ""false"", ""holding-right(clerk3, potato2)"": ""false"", ""holding-right(clerk1, onion1)"": ""false"", ""holding-right(clerk2, onion1)"": ""false"", ""holding-right(clerk3, onion1)"": ""false"", ""ready-to-weigh(apple1)"": ""false"", ""ready-to-weigh(apple2)"": ""false"", ""ready-to-weigh(apple3)"": ""false"", ""ready-to-weigh(carrot1)"": ""false"", ""ready-to-weigh(tomato1)"": ""false"", ""ready-to-weigh(potato1)"": ""false"", ""ready-to-weigh(potato2)"": ""false"", ""ready-to-weigh(onion1)"": ""false""}"
"{""at(clerk1, fruit-sec)"": ""true"", ""at(clerk2, veg-sec)"": ""true"", ""at(clerk3, daily-sec)"": ""true"", ""connected(fruit-sec, veg-sec)"": ""true"", ""connected(veg-sec, fruit-sec)"": ""true"", ""connected(veg-sec, daily-sec)"": ""true"", ""connected(daily-sec, veg-sec)"": ""true"", ""connected(veg-sec, scale-sec)"": ""true"", ""connected(scale-sec, veg-sec)"": ""true"", ""scale-at(main-scale, scale-sec)"": ""true"", ""scale-at(backup-scale, daily-sec)"": ""true"", ""has-product(fruit-sec, apple1)"": ""true"", ""has-product(fruit-sec, apple2)"": ""true"", ""has-product(fruit-sec, apple3)"": ""true"", ""has-product(veg-sec, carrot1)"": ""true"", ""has-product(veg-sec, tomato1)"": ""true"", ""has-product(veg-sec, onion1)"": ""true"", ""has-product(daily-sec, potato1)"": ""true"", ""has-product(daily-sec, potato2)"": ""true"", ""left-hand-free(clerk1)"": ""true"", ""right-hand-free(clerk1)"": ""true"", ""left-hand-free(clerk2)"": ""true"", ""right-hand-free(clerk2)"": ""true"", ""left-hand-free(clerk3)"": ""true"", ""right-hand-free(clerk3)"": ""true"", ""at(clerk2, fruit-sec)"": ""false"", ""at(clerk3, fruit-sec)"": ""false"", ""at(clerk1, veg-sec)"": ""false"", ""at(clerk3, veg-sec)"": ""false"", ""at(clerk1, daily-sec)"": ""false"", ""at(clerk2, daily-sec)"": ""false"", ""at(clerk1, scale-sec)"": ""false"", ""at(clerk2, scale-sec)"": ""false"", ""at(clerk3, scale-sec)"": ""false"", ""connected(fruit-sec, fruit-sec)"": ""false"", ""connected(daily-sec, fruit-sec)"": ""false"", ""connected(scale-sec, fruit-sec)"": ""false"", ""connected(veg-sec, veg-sec)"": ""false"", ""connected(fruit-sec, daily-sec)"": ""false"", ""connected(daily-sec, daily-sec)"": ""false"", ""connected(scale-sec, daily-sec)"": ""false"", ""connected(fruit-sec, scale-sec)"": ""false"", ""connected(daily-sec, scale-sec)"": ""false"", ""connected(scale-sec, scale-sec)"": ""false"", ""scale-at(main-scale, fruit-sec)"": ""false"", ""scale-at(backup-scale, fruit-sec)"": ""false"", ""scale-at(main-scale, veg-sec)"": ""false"", ""scale-at(backup-scale, veg-sec)"": ""false"", ""scale-at(main-scale, daily-sec)"": ""false"", ""scale-at(backup-scale, scale-sec)"": ""false"", ""has-product(veg-sec, apple1)"": ""false"", ""has-product(daily-sec, apple1)"": ""false"", ""has-product(scale-sec, apple1)"": ""false"", ""has-product(veg-sec, apple2)"": ""false"", ""has-product(daily-sec, apple2)"": ""false"", ""has-product(scale-sec, apple2)"": ""false"", ""has-product(veg-sec, apple3)"": ""false"", ""has-product(daily-sec, apple3)"": ""false"", ""has-product(scale-sec, apple3)"": ""false"", ""has-product(fruit-sec, carrot1)"": ""false"", ""has-product(daily-sec, carrot1)"": ""false"", ""has-product(scale-sec, carrot1)"": ""false"", ""has-product(fruit-sec, tomato1)"": ""false"", ""has-product(daily-sec, tomato1)"": ""false"", ""has-product(scale-sec, tomato1)"": ""false"", ""has-product(fruit-sec, potato1)"": ""false"", ""has-product(veg-sec, potato1)"": ""false"", ""has-product(scale-sec, potato1)"": ""false"", ""has-product(fruit-sec, potato2)"": ""false"", ""has-product(veg-sec, potato2)"": ""false"", ""has-product(scale-sec, potato2)"": ""false"", ""has-product(fruit-sec, onion1)"": ""false"", ""has-product(daily-sec, onion1)"": ""false"", ""has-product(scale-sec, onion1)"": ""false"", ""holding-left(clerk1, apple1)"": ""false"", ""holding-left(clerk2, apple1)"": ""false"", ""holding-left(clerk3, apple1)"": ""false"", ""holding-left(clerk1, apple2)"": ""false"", ""holding-left(clerk2, apple2)"": ""false"", ""holding-left(clerk3, apple2)"": ""false"", ""holding-left(clerk1, apple3)"": ""false"", ""holding-left(clerk2, apple3)"": ""false"", ""holding-left(clerk3, apple3)"": ""false"", ""holding-left(clerk1, carrot1)"": ""false"", ""holding-left(clerk2, carrot1)"": ""false"", ""holding-left(clerk3, carrot1)"": ""false"", ""holding-left(clerk1, tomato1)"": ""false"", ""holding-left(clerk2, tomato1)"": ""false"", ""holding-left(clerk3, tomato1)"": ""false"", ""holding-left(clerk1, potato1)"": ""false"", ""holding-left(clerk2, potato1)"": ""false"", ""holding-left(clerk3, potato1)"": ""false"", ""holding-left(clerk1, potato2)"": ""false"", ""holding-left(clerk2, potato2)"": ""false"", ""holding-left(clerk3, potato2)"": ""false"", ""holding-left(clerk1, onion1)"": ""false"", ""holding-left(clerk2, onion1)"": ""false"", ""holding-left(clerk3, onion1)"": ""false"", ""holding-right(clerk1, apple1)"": ""false"", ""holding-right(clerk2, apple1)"": ""false"", ""holding-right(clerk3, apple1)"": ""false"", ""holding-right(clerk1, apple2)"": ""false"", ""holding-right(clerk2, apple2)"": ""false"", ""holding-right(clerk3, apple2)"": ""false"", ""holding-right(clerk1, apple3)"": ""false"", ""holding-right(clerk2, apple3)"": ""false"", ""holding-right(clerk3, apple3)"": ""false"", ""holding-right(clerk1, carrot1)"": ""false"", ""holding-right(clerk2, carrot1)"": ""false"", ""holding-right(clerk3, carrot1)"": ""false"", ""holding-right(clerk1, tomato1)"": ""false"", ""holding-right(clerk2, tomato1)"": ""false"", ""holding-right(clerk3, tomato1)"": ""false"", ""holding-right(clerk1, potato1)"": ""false"", ""holding-right(clerk2, potato1)"": ""false"", ""holding-right(clerk3, potato1)"": ""false"", ""holding-right(clerk1, potato2)"": ""false"", ""holding-right(clerk2, potato2)"": ""false"", ""holding-right(clerk3, potato2)"": ""false"", ""holding-right(clerk1, onion1)"": ""false"", ""holding-right(clerk2, onion1)"": ""false"", ""holding-right(clerk3, onion1)"": ""false"", ""ready-to-weigh(apple1)"": ""false"", ""ready-to-weigh(apple2)"": ""false"", ""ready-to-weigh(apple3)"": ""false"", ""ready-to-weigh(carrot1)"": ""false"", ""ready-to-weigh(tomato1)"": ""false"", ""ready-to-weigh(potato1)"": ""false"", ""ready-to-weigh(potato2)"": ""false"", ""ready-to-weigh(onion1)"": ""false""}";pick-up-right;"[""clerk2"", ""fruit-sec"", ""potato2""]";False;None
"{""at(clerk1, fruit-sec)"": ""true"", ""at(clerk2, veg-sec)"": ""true"", ""at(clerk3, daily-sec)"": ""true"", ""connected(fruit-sec, veg-sec)"": ""true"", ""connected(veg-sec, fruit-sec)"": ""true"", ""connected(veg-sec, daily-sec)"": ""true"", ""connected(daily-sec, veg-sec)"": ""true"", ""connected(veg-sec, scale-sec)"": ""true"", ""connected(scale-sec, veg-sec)"": ""true"", ""scale-at(main-scale, scale-sec)"": ""true"", ""scale-at(backup-scale, daily-sec)"": ""true"", ""has-product(fruit-sec, apple1)"": ""true"", ""has-product(fruit-sec, apple2)"": ""true"", ""has-product(fruit-sec, apple3)"": ""true"", ""has-product(veg-sec, carrot1)"": ""true"", ""has-product(veg-sec, tomato1)"": ""true"", ""has-product(veg-sec, onion1)"": ""true"", ""has-product(daily-sec, potato1)"": ""true"", ""has-product(daily-sec, potato2)"": ""true"", ""left-hand-free(clerk1)"": ""true"", ""right-hand-free(clerk1)"": ""true"", ""left-hand-free(clerk2)"": ""true"", ""right-hand-free(clerk2)"": ""true"", ""left-hand-free(clerk3)"": ""true"", ""right-hand-free(clerk3)"": ""true"", ""at(clerk2, fruit-sec)"": ""false"", ""at(clerk3, fruit-sec)"": ""false"", ""at(clerk1, veg-sec)"": ""false"", ""at(clerk3, veg-sec)"": ""false"", ""at(clerk1, daily-sec)"": ""false"", ""at(clerk2, daily-sec)"": ""false"", ""at(clerk1, scale-sec)"": ""false"", ""at(clerk2, scale-sec)"": ""false"", ""at(clerk3, scale-sec)"": ""false"", ""connected(fruit-sec, fruit-sec)"": ""false"", ""connected(daily-sec, fruit-sec)"": ""false"", ""connected(scale-sec, fruit-sec)"": ""false"", ""connected(veg-sec, veg-sec)"": ""false"", ""connected(fruit-sec, daily-sec)"": ""false"", ""connected(daily-sec, daily-sec)"": ""false"", ""connected(scale-sec, daily-sec)"": ""false"", ""connected(fruit-sec, scale-sec)"": ""false"", ""connected(daily-sec, scale-sec)"": ""false"", ""connected(scale-sec, scale-sec)"": ""false"", ""scale-at(main-scale, fruit-sec)"": ""false"", ""scale-at(backup-scale, fruit-sec)"": ""false"", ""scale-at(main-scale, veg-sec)"": ""false"", ""scale-at(backup-scale, veg-sec)"": ""false"", ""scale-at(main-scale, daily-sec)"": ""false"", ""scale-at(backup-scale, scale-sec)"": ""false"", ""has-product(veg-sec, apple1)"": ""false"", ""has-product(daily-sec, apple1)"": ""false"", ""has-product(scale-sec, apple1)"": ""false"", ""has-product(veg-sec, apple2)"": ""false"", ""has-product(daily-sec, apple2)"": ""false"", ""has-product(scale-sec, apple2)"": ""false"", ""has-product(veg-sec, apple3)"": ""false"", ""has-product(daily-sec, apple3)"": ""false"", ""has-product(scale-sec, apple3)"": ""false"", ""has-product(fruit-sec, carrot1)"": ""false"", ""has-product(daily-sec, carrot1)"": ""false"", ""has-product(scale-sec, carrot1)"": ""false"", ""has-product(fruit-sec, tomato1)"": ""false"", ""has-product(daily-sec, tomato1)"": ""false"", ""has-product(scale-sec, tomato1)"": ""false"", ""has-product(fruit-sec, potato1)"": ""false"", ""has-product(veg-sec, potato1)"": ""false"", ""has-product(scale-sec, potato1)"": ""false"", ""has-product(fruit-sec, potato2)"": ""false"", ""has-product(veg-sec, potato2)"": ""false"", ""has-product(scale-sec, potato2)"": ""false"", ""has-product(fruit-sec, onion1)"": ""false"", ""has-product(daily-sec, onion1)"": ""false"", ""has-product(scale-sec, onion1)"": ""false"", ""holding-left(clerk1, apple1)"": ""false"", ""holding-left(clerk2, apple1)"": ""false"", ""holding-left(clerk3, apple1)"": ""false"", ""holding-left(clerk1, apple2)"": ""false"", ""holding-left(clerk2, apple2)"": ""false"", ""holding-left(clerk3, apple2)"": ""false"", ""holding-left(clerk1, apple3)"": ""false"", ""holding-left(clerk2, apple3)"": ""false"", ""holding-left(clerk3, apple3)"": ""false"", ""holding-left(clerk1, carrot1)"": ""false"", ""holding-left(clerk2, carrot1)"": ""false"", ""holding-left(clerk3, carrot1)"": ""false"", ""holding-left(clerk1, tomato1)"": ""false"", ""holding-left(clerk2, tomato1)"": ""false"", ""holding-left(clerk3, tomato1)"": ""false"", ""holding-left(clerk1, potato1)"": ""false"", ""holding-left(clerk2, potato1)"": ""false"", ""holding-left(clerk3, potato1)"": ""false"", ""holding-left(clerk1, potato2)"": ""false"", ""holding-left(clerk2, potato2)"": ""false"", ""holding-left(clerk3, potato2)"": ""false"", ""holding-left(clerk1, onion1)"": ""false"", ""holding-left(clerk2, onion1)"": ""false"", ""holding-left(clerk3, onion1)"": ""false"", ""holding-right(clerk1, apple1)"": ""false"", ""holding-right(clerk2, apple1)"": ""false"", ""holding-right(clerk3, apple1)"": ""false"", ""holding-right(clerk1, apple2)"": ""false"", ""holding-right(clerk2, apple2)"": ""false"", ""holding-right(clerk3, apple2)"": ""false"", ""holding-right(clerk1, apple3)"": ""false"", ""holding-right(clerk2, apple3)"": ""false"", ""holding-right(clerk3, apple3)"": ""false"", ""holding-right(clerk1, carrot1)"": ""false"", ""holding-right(clerk2, carrot1)"": ""false"", ""holding-right(clerk3, carrot1)"": ""false"", ""holding-right(clerk1, tomato1)"": ""false"", ""holding-right(clerk2, tomato1)"": ""false"", ""holding-right(clerk3, tomato1)"": ""false"", ""holding-right(clerk1, potato1)"": ""false"", ""holding-right(clerk2, potato1)"": ""false"", ""holding-right(clerk3, potato1)"": ""false"", ""holding-right(clerk1, potato2)"": ""false"", ""holding-right(clerk2, potato2)"": ""false"", ""holding-right(clerk3, potato2)"": ""false"", ""holding-right(clerk1, onion1)"": ""false"", ""holding-right(clerk2, onion1)"": ""false"", ""holding-right(clerk3, onion1)"": ""false"", ""ready-to-weigh(apple1)"": ""false"", ""ready-to-weigh(apple2)"": ""false"", ""ready-to-weigh(apple3)"": ""false"", ""ready-to-weigh(carrot1)"": ""false"", ""ready-to-weigh(tomato1)"": ""false"", ""ready-to-weigh(potato1)"": ""false"", ""ready-to-weigh(potato2)"": ""false"", ""ready-to-weigh(onion1)"": ""false""}";pick-up-right;"[""clerk1"", ""veg-sec"", ""apple1""]";False;None
